Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
DLFM10_03598|F15_TET_7|gene-2|+|675-2594|complete	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	640	639	100.00	99.84	639	WP_002586627.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
DLFM10_03599|F15_TET_9|gene-2|+|1110-2276|complete	tet(X)	tetracycline-inactivating monooxygenase Tet(X)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	389	388	100.00	99.48	388	WP_008651082.1	tetracycline-inactivating monooxygenase Tet(X)	NF033111.2	tetracycline-inactivating monooxygenase Tet(X)
DLFM10_03601|F3_AMC_2|gene-3|+|783-1916|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	98.14	377	WP_063610930.1	class C extended-spectrum beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
DLFM10_03603|F3_AMC_5|gene-2|+|685-1830|complete	blaACT	ACT family cephalosporin-hydrolyzing class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	382	381	100.00	99.48	381	WP_047364854.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-70	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
DLFM10_03608|F3_ATM_7|gene-2|+|837-1547|complete	blaCMY	CMY-2 family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	PARTIALP	237	381	58.27	97.30	222	WP_106672612.1	class C beta-lactamase CMY-150	NF000191.1	CMY-2 family class C beta-lactamase
DLFM10_03615|F8_ATM_8|gene-1|-|117-1262|complete	blaACT	ACT family cephalosporin-hydrolyzing class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	382	381	100.00	99.74	381	WP_039272978.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-37	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
DLFM10_03621|F8_ATM_17|gene-2|-|1174-2019|complete	blaACI	ACI family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	282	284	100.00	98.94	284	WP_006555379.1	class A extended-spectrum beta-lactamase ACI-1	NF000448.2	ACI family class A beta-lactamase
DLFM10_03623|F8_ATM_19|gene-5|-|1974-3119|complete	blaMIR	MIR family cephalosporin-hydrolyzing class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	382	381	100.00	99.48	381	WP_063417273.1	cephalosporin-hydrolyzing class C beta-lactamase MIR-15	NF000187.3	MIR family cephalosporin-hydrolyzing class C beta-lactamase
DLFM10_03631|F8_PEN_6|gene-4|+|1206-2339|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	97.88	377	WP_063610930.1	class C extended-spectrum beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
DLFM10_03632|F8_PEN_10|gene-3|-|461-1387|complete	blaACT	ACT family cephalosporin-hydrolyzing class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	PARTIALP	309	381	73.75	99.29	281	WP_039272978.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-37	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
DLFM10_03655|F13_AMC_24|gene-2|+|505-1365|complete	blaSHV	SHV family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	287	286	100.00	98.60	286	WP_063864678.1	class A beta-lactamase SHV-36	NF000285.3	SHV family class A beta-lactamase
DLFM10_03656|F13_AMC_27|gene-5|+|2692-3825|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	97.88	377	WP_001443153.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NF000185.2	BlaEC family class C beta-lactamase
DLFM10_03663|F13_AMC_39|gene-2|+|892-2037|complete	blaACT	ACT family cephalosporin-hydrolyzing class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	382	381	100.00	99.21	381	WP_014882211.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-52	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
DLFM10_03667|F20_PEN_2|gene-4|+|1531-2664|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	98.94	377	WP_001443153.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NF000185.2	BlaEC family class C beta-lactamase
DLFM10_03670|F12_PEN_1|gene-3|+|1081-2328|complete	blaACT	ACT family cephalosporin-hydrolyzing class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	416	381	100.00	99.48	381	WP_023295792.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-15	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
DLFM10_03675|F12_PEN_14|gene-3|+|662-1795|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	99.20	377	WP_001443153.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NF000185.2	BlaEC family class C beta-lactamase
DLFM10_03684|F6_AMC_2|gene-5|-|3355-4500|complete	blaACT	ACT family cephalosporin-hydrolyzing class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	382	381	100.00	93.44	381	WP_045331818.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-41	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
DLFM10_03689|F6_AMC_8|gene-1|-|29-877|complete	blaTEM	TEM family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	283	286	100.00	98.60	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1	NF000531.2	TEM family class A beta-lactamase
DLFM10_03691|F6_AMC_10|gene-6|-|2060-3193|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	97.35	377	WP_063610930.1	class C extended-spectrum beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
DLFM10_03693|F6_AMC_14|gene-2|-|285-1430|complete	blaCMY	CMY-2 family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	382	381	100.00	98.43	381	WP_063859763.1	class C beta-lactamase CMY-124	NF000191.1	CMY-2 family class C beta-lactamase
DLFM10_03703|F19_TET_13|gene-2|-|756-2675|complete	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	640	639	100.00	100.00	639	WP_000691737.1	tetracycline resistance ribosomal protection protein Tet(M)	NF012155.1	tetracycline resistance ribosomal protection protein Tet(M)
DLFM10_03757|F5_ATM_29|gene-1|-|10-1143|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	99.47	377	WP_001443153.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NF000185.2	BlaEC family class C beta-lactamase
DLFM10_03760|F5_ATM_35|gene-1|+|75-977|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	301	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM10_03765|F5_ATM_47|gene-3|-|1028-1918|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	99.32	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_00002|P01SR2_ATM_8|gene-3|-|1076-1966|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	98.65	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_00004|P02SR2_ATM_6|gene-2|+|721-1611|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	98.99	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_00007|P03SR2_ATM_21|gene-3|+|1100-1975|complete	blaCTX-M	CTX-M family class A extended-spectrum beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	292	291	100.00	99.66	291	WP_001617865.1	class A extended-spectrum beta-lactamase CTX-M-14	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
DLFM11_00008|P03SR2_ATM_22|gene-4|-|1567-2457|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	98.65	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_00009|P05SR2_ATM_8|gene-4|-|1319-1966|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	PARTIALP	216	296	70.61	99.04	209	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_00025|P09SR5_ATM_59|gene-4|-|1864-2754|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	99.66	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_00029|P09SR5_ATM_108|gene-2|+|385-1290|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	302	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM11_00149|P15SR5_ATM_3|gene-2|+|1008-1922|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	305	296	100.00	99.32	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_00155|P15SR5_ATM_13|gene-1|+|128-1018|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	99.32	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_00160|P17SR3_ATM_4|gene-2|+|375-1670|complete	rmt	Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	HMM	432	NA	NA	NA	NA	NA	NA	NF000466.2	Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase
DLFM11_00244|P22SR5_ATM_369|gene-2|-|309-1199|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	98.65	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_00249|P23SR1_ATM_4|gene-2|-|466-984|complete	blaCTX-M	CTX-M family class A extended-spectrum beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	PARTIALP	173	291	59.11	99.42	172	WP_001617865.1	class A extended-spectrum beta-lactamase CTX-M-14	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
DLFM11_00252|P24SR5_ATM_1|gene-3|-|1091-1996|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	302	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM11_00270|P01SR4_AZM_42|gene-3|-|385-1122|complete	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	246	245	100.00	99.59	245	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
DLFM11_00307|P01SR4_AZM_169|gene-1|-|4-909|complete	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	302	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NF000254.1	Mph(A) family macrolide 2'-phosphotransferase
DLFM11_00331|P01SR4_AZM_226|gene-2|+|217-1680|complete	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	488	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NF000168.1	Msr family ABC-F type ribosomal protection protein
DLFM11_00346|P02SR4_AZM_52|gene-2|+|437-1906|complete	abc-f	ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	490	NA	NA	NA	NA	NA	NA	NF000355.3	ABC-F type ribosomal protection protein
DLFM11_00391|P02SR4_AZM_193|gene-2|-|421-1221|complete	erm(F)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	267	266	100.00	99.62	266	WP_002682030.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)	NF012223.0	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)
DLFM11_00402|P02SR4_AZM_221|gene-1|-|753-1487|complete	erm(G)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	245	244	100.00	100.00	244	WP_014387027.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_00444|P03SR4_AZM_12|gene-4|-|3404-4141|complete	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	246	245	100.00	99.59	245	WP_002321849.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
DLFM11_00444|P03SR4_AZM_12|gene-7|+|5323-6228|complete	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	302	301	100.00	99.34	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NF000254.1	Mph(A) family macrolide 2'-phosphotransferase
DLFM11_00450|P04SR4_AZM_6|gene-1|-|89-823|complete	erm(T)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	245	244	100.00	100.00	244	WP_002345002.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_00458|P04SR4_AZM_62|gene-2|-|39-791|complete	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	251	245	100.00	100.00	245	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
DLFM11_00550|P05SR4_AZM_162|gene-2|-|1016-1870|complete	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	285	284	100.00	99.65	284	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_00566|P05SR4_AZM_238|gene-2|-|507-1241|complete	erm(T)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	245	244	100.00	99.59	244	WP_002345002.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_00687|P09SR4_AZM_33|gene-2|-|605-1498|complete	erm(F)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	298	266	100.00	100.00	266	WP_002682030.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)	NF012223.0	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)
DLFM11_00701|P09SR4_AZM_89|gene-1|+|196-1311|complete	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	372	408	90.93	98.92	371	WP_012102963.1	macrolide efflux MFS transporter Mef(A)	NF000245.1	macrolide efflux MFS transporter Mef(A)
DLFM11_00768|P11SR4_AZM_174|gene-1|-|117-851|complete	erm(T)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	245	244	100.00	99.59	244	WP_002345002.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_00799|P12SR4_AZM_6|gene-1|+|208-1671|complete	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	488	487	100.00	91.79	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NF000168.1	Msr family ABC-F type ribosomal protection protein
DLFM11_00904|P12SR4_AZM_322|gene-3|-|1809-2663|complete	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	285	284	100.00	96.48	284	WP_011152925.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_00920|P13SR4_AZM_57|gene-2|+|1017-1901|complete	mph_3	Mph(E)/Mph(G) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	295	NA	NA	NA	NA	NA	NA	NF000241.1	Mph(E)/Mph(G) family macrolide 2'-phosphotransferase
DLFM11_00966|P13SR4_AZM_566|gene-2|+|135-794|complete	vat	Vat family streptogramin A O-acetyltransferase	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	HMM	220	NA	NA	NA	NA	NA	NA	NF000311.1	Vat family streptogramin A O-acetyltransferase
DLFM11_00981|P13SR4_AZM_720|gene-2|-|571-2034|complete	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	488	487	100.00	97.13	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NF000168.1	Msr family ABC-F type ribosomal protection protein
DLFM11_00981|P13SR4_AZM_720|gene-3|-|2148-3374|complete	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	409	408	100.00	98.53	408	WP_063853698.1	macrolide efflux MFS transporter Mef(A)	NF000245.1	macrolide efflux MFS transporter Mef(A)
DLFM11_01215|P17SR4_AZM_83|gene-1|+|213-1118|complete	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	302	301	99.67	100.00	300	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NF000254.1	Mph(A) family macrolide 2'-phosphotransferase
DLFM11_01224|P17SR4_AZM_109|gene-1|+|52-906|complete	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	285	284	100.00	99.65	284	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_01300|P18SR4_AZM_130|gene-2|-|426-1280|complete	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	285	284	100.00	97.54	284	WP_011152925.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_01411|P19SR4_AZM_294|gene-2|+|110-847|complete	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	246	245	100.00	100.00	245	WP_002321849.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
DLFM11_01423|P20SR4_AZM_26|gene-2|-|1064-1918|complete	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	285	284	100.00	98.94	284	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_01425|P20SR4_AZM_29|gene-4|-|1277-2014|complete	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	246	245	100.00	100.00	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
DLFM11_01491|P21SR4_AZM_153|gene-2|-|655-1482|complete	erm	23S ribosomal RNA methyltransferase Erm	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	276	NA	NA	NA	NA	NA	NA	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_01523|P22SR4_AZM_24|gene-2|-|583-1320|complete	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	246	245	100.00	99.59	245	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
DLFM11_01543|P22SR4_AZM_83|gene-1|+|102-929|complete	erm	23S ribosomal RNA methyltransferase Erm	core	AMR	AMR	MACROLIDE	MACROLIDE	HMM	276	NA	NA	NA	NA	NA	NA	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_01602|P23SR4_AZM_452|gene-3|-|2051-2956|complete	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	302	301	100.00	99.67	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NF000254.1	Mph(A) family macrolide 2'-phosphotransferase
DLFM11_01602|P23SR4_AZM_452|gene-6|+|4138-4875|complete	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	246	245	100.00	99.59	245	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
DLFM11_01684|P24SR4_AZM_105|gene-2|-|941-1795|complete	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTP	285	284	100.00	97.89	284	WP_063844922.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NF000499.1	23S ribosomal RNA methyltransferase Erm
DLFM11_01711|P01SR2_CAZ_1|gene-3|-|1095-1985|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	98.65	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_01715|P02SR2_CAZ_15|gene-2|-|315-1205|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM11_01718|P04SR2_CAZ_1|gene-1|-|134-1024|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	98.65	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM11_01722|P05SR2_CAZ_2|gene-3|-|777-1520|complete	rmtD	RmtD family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	BLASTP	248	247	100.00	98.38	247	WP_063866469.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtD2	NF000007.1	RmtD family 16S rRNA (guanine(1405)-N(7))-methyltransferase
DLFM11_01723|P05SR2_CAZ_3|gene-3|-|1079-1969|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	99.32	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
